 ROC-integ, Separation, Significance, Variables
 0.673,0.106,0.310, ptSumOther_pJJMin, ptSumOther_mOtherMin
 0.662,0.099,0.302, ptSumOther_pJJMin, ptSumOther_etaOtherMax
 0.679,0.118,0.332, ptSumOther_pJJMin, mOther_dEtaJJMax
 0.658,0.104,0.310, ptSumOther_pJJMin, ptSumOther_ptOtherMin
 0.665,0.101,0.302, ptSumOther_pJJMin, ptSumOther_dRJJMin
 0.689,0.123,0.363, ptSumOther_pJJMin, ptLeadOther_sumPtJJMax
 0.689,0.123,0.363, ptSumOther_pJJMin, ptLeadOther_ptSumOtherMin
 0.689,0.123,0.363, ptSumOther_pJJMin, ptLeadOther_ptLeadOtherMin
 0.683,0.122,0.336, ptSumOther_pJJMin, sumPtJJ_ptLeadOtherMax
 0.674,0.109,0.298, ptSumOther_pJJMin, ptSumOther_mJJMax
 0.678,0.115,0.325, ptSumOther_pJJMin, mOther_dRJJMax
 0.667,0.104,0.305, ptSumOther_pJJMin, ptSumOther_pOtherMax
 0.691,0.130,0.388, ptSumOther_pJJMin, min_dr_jets
 0.691,0.130,0.388, ptSumOther_pJJMin, dRJJ_dRJJMin
 0.709,0.144,0.437, ptSumOther_pJJMin, numHiggsLike_dijet_15_float
 0.664,0.102,0.302, ptSumOther_pJJMin, ptSumOther_ptLeadOtherMax
 0.661,0.100,0.311, ptSumOther_pJJMin, ptSumOther_ptAsymJJMin
 0.693,0.125,0.404, ptSumOther_pJJMin, higgsLike_dijet_mass
 0.715,0.145,0.457, ptSumOther_pJJMin, dRJJ_ptJJMax
 0.668,0.097,0.291, ptSumOther_mOtherMin, ptSumOther_etaOtherMax
 0.675,0.108,0.305, ptSumOther_mOtherMin, mOther_dEtaJJMax
 0.669,0.099,0.295, ptSumOther_mOtherMin, ptSumOther_ptOtherMin
 0.672,0.108,0.296, ptSumOther_mOtherMin, ptSumOther_dRJJMin
 0.689,0.125,0.333, ptSumOther_mOtherMin, ptLeadOther_sumPtJJMax
 0.689,0.125,0.333, ptSumOther_mOtherMin, ptLeadOther_ptSumOtherMin
 0.689,0.125,0.333, ptSumOther_mOtherMin, ptLeadOther_ptLeadOtherMin
 0.691,0.122,0.324, ptSumOther_mOtherMin, sumPtJJ_ptLeadOtherMax
 0.670,0.100,0.277, ptSumOther_mOtherMin, ptSumOther_mJJMax
 0.682,0.107,0.306, ptSumOther_mOtherMin, mOther_dRJJMax
 0.675,0.110,0.304, ptSumOther_mOtherMin, ptSumOther_pOtherMax
 0.696,0.130,0.375, ptSumOther_mOtherMin, min_dr_jets
 0.696,0.130,0.375, ptSumOther_mOtherMin, dRJJ_dRJJMin
 0.712,0.149,0.424, ptSumOther_mOtherMin, numHiggsLike_dijet_15_float
 0.671,0.100,0.283, ptSumOther_mOtherMin, ptSumOther_ptLeadOtherMax
 0.670,0.100,0.291, ptSumOther_mOtherMin, ptSumOther_ptAsymJJMin
 0.694,0.127,0.380, ptSumOther_mOtherMin, higgsLike_dijet_mass
 0.717,0.152,0.443, ptSumOther_mOtherMin, dRJJ_ptJJMax
 0.671,0.105,0.306, ptSumOther_etaOtherMax, mOther_dEtaJJMax
 0.660,0.092,0.300, ptSumOther_etaOtherMax, ptSumOther_ptOtherMin
 0.661,0.099,0.296, ptSumOther_etaOtherMax, ptSumOther_dRJJMin
 0.686,0.119,0.343, ptSumOther_etaOtherMax, ptLeadOther_sumPtJJMax
 0.686,0.119,0.343, ptSumOther_etaOtherMax, ptLeadOther_ptSumOtherMin
 0.686,0.119,0.343, ptSumOther_etaOtherMax, ptLeadOther_ptLeadOtherMin
 0.678,0.115,0.327, ptSumOther_etaOtherMax, sumPtJJ_ptLeadOtherMax
 0.669,0.100,0.291, ptSumOther_etaOtherMax, ptSumOther_mJJMax
 0.666,0.099,0.297, ptSumOther_etaOtherMax, mOther_dRJJMax
 0.665,0.095,0.299, ptSumOther_etaOtherMax, ptSumOther_pOtherMax
 0.687,0.117,0.374, ptSumOther_etaOtherMax, min_dr_jets
 0.687,0.117,0.374, ptSumOther_etaOtherMax, dRJJ_dRJJMin
 0.708,0.143,0.426, ptSumOther_etaOtherMax, numHiggsLike_dijet_15_float
 0.660,0.094,0.285, ptSumOther_etaOtherMax, ptSumOther_ptLeadOtherMax
 0.657,0.097,0.293, ptSumOther_etaOtherMax, ptSumOther_ptAsymJJMin
 0.685,0.118,0.386, ptSumOther_etaOtherMax, higgsLike_dijet_mass
 0.713,0.143,0.444, ptSumOther_etaOtherMax, dRJJ_ptJJMax
 0.672,0.111,0.317, mOther_dEtaJJMax, ptSumOther_ptOtherMin
 0.678,0.109,0.316, mOther_dEtaJJMax, ptSumOther_dRJJMin
 0.692,0.128,0.351, mOther_dEtaJJMax, ptLeadOther_sumPtJJMax
 0.692,0.128,0.351, mOther_dEtaJJMax, ptLeadOther_ptSumOtherMin
 0.692,0.128,0.351, mOther_dEtaJJMax, ptLeadOther_ptLeadOtherMin
 0.689,0.120,0.332, mOther_dEtaJJMax, sumPtJJ_ptLeadOtherMax
 0.677,0.108,0.301, mOther_dEtaJJMax, ptSumOther_mJJMax
 0.659,0.096,0.282, mOther_dEtaJJMax, mOther_dRJJMax
 0.688,0.120,0.327, mOther_dEtaJJMax, ptSumOther_pOtherMax
 0.690,0.127,0.372, mOther_dEtaJJMax, min_dr_jets
 0.690,0.127,0.372, mOther_dEtaJJMax, dRJJ_dRJJMin
 0.705,0.138,0.418, mOther_dEtaJJMax, numHiggsLike_dijet_15_float
 0.676,0.109,0.307, mOther_dEtaJJMax, ptSumOther_ptLeadOtherMax
 0.668,0.103,0.311, mOther_dEtaJJMax, ptSumOther_ptAsymJJMin
 0.684,0.116,0.377, mOther_dEtaJJMax, higgsLike_dijet_mass
 0.707,0.136,0.434, mOther_dEtaJJMax, dRJJ_ptJJMax
 0.663,0.098,0.304, ptSumOther_ptOtherMin, ptSumOther_dRJJMin
 0.686,0.123,0.351, ptSumOther_ptOtherMin, ptLeadOther_sumPtJJMax
 0.686,0.123,0.351, ptSumOther_ptOtherMin, ptLeadOther_ptSumOtherMin
 0.686,0.123,0.351, ptSumOther_ptOtherMin, ptLeadOther_ptLeadOtherMin
 0.680,0.121,0.338, ptSumOther_ptOtherMin, sumPtJJ_ptLeadOtherMax
 0.669,0.103,0.290, ptSumOther_ptOtherMin, ptSumOther_mJJMax
 0.667,0.098,0.304, ptSumOther_ptOtherMin, mOther_dRJJMax
 0.665,0.105,0.303, ptSumOther_ptOtherMin, ptSumOther_pOtherMax
 0.682,0.118,0.374, ptSumOther_ptOtherMin, min_dr_jets
 0.682,0.118,0.374, ptSumOther_ptOtherMin, dRJJ_dRJJMin
 0.706,0.137,0.425, ptSumOther_ptOtherMin, numHiggsLike_dijet_15_float
 0.655,0.087,0.288, ptSumOther_ptOtherMin, ptSumOther_ptLeadOtherMax
 0.654,0.091,0.305, ptSumOther_ptOtherMin, ptSumOther_ptAsymJJMin
 0.681,0.118,0.380, ptSumOther_ptOtherMin, higgsLike_dijet_mass
 0.711,0.144,0.444, ptSumOther_ptOtherMin, dRJJ_ptJJMax
 0.688,0.124,0.348, ptSumOther_dRJJMin, ptLeadOther_sumPtJJMax
 0.688,0.124,0.348, ptSumOther_dRJJMin, ptLeadOther_ptSumOtherMin
 0.688,0.124,0.348, ptSumOther_dRJJMin, ptLeadOther_ptLeadOtherMin
 0.678,0.116,0.320, ptSumOther_dRJJMin, sumPtJJ_ptLeadOtherMax
 0.670,0.100,0.289, ptSumOther_dRJJMin, ptSumOther_mJJMax
 0.680,0.116,0.313, ptSumOther_dRJJMin, mOther_dRJJMax
 0.667,0.100,0.297, ptSumOther_dRJJMin, ptSumOther_pOtherMax
 0.690,0.122,0.367, ptSumOther_dRJJMin, min_dr_jets
 0.690,0.122,0.367, ptSumOther_dRJJMin, dRJJ_dRJJMin
 0.712,0.149,0.438, ptSumOther_dRJJMin, numHiggsLike_dijet_15_float
 0.658,0.091,0.279, ptSumOther_dRJJMin, ptSumOther_ptLeadOtherMax
 0.660,0.096,0.300, ptSumOther_dRJJMin, ptSumOther_ptAsymJJMin
 0.695,0.129,0.398, ptSumOther_dRJJMin, higgsLike_dijet_mass
 0.719,0.154,0.450, ptSumOther_dRJJMin, dRJJ_ptJJMax
r):   ,Sepa-,Signifi- , ptLeadOther_sumPtJJMax, ptLeadOther_ptSumOtherMin
r):   ,Sepa-,Signifi- , ptLeadOther_sumPtJJMax, ptLeadOther_ptLeadOtherMin
 0.669,0.103,0.311, ptLeadOther_sumPtJJMax, sumPtJJ_ptLeadOtherMax
 0.689,0.125,0.329, ptLeadOther_sumPtJJMax, ptSumOther_mJJMax
 0.684,0.122,0.337, ptLeadOther_sumPtJJMax, mOther_dRJJMax
 0.690,0.126,0.351, ptLeadOther_sumPtJJMax, ptSumOther_pOtherMax
 0.699,0.129,0.391, ptLeadOther_sumPtJJMax, min_dr_jets
 0.699,0.129,0.391, ptLeadOther_sumPtJJMax, dRJJ_dRJJMin
 0.723,0.157,0.457, ptLeadOther_sumPtJJMax, numHiggsLike_dijet_15_float
 0.683,0.122,0.342, ptLeadOther_sumPtJJMax, ptSumOther_ptLeadOtherMax
 0.680,0.121,0.347, ptLeadOther_sumPtJJMax, ptSumOther_ptAsymJJMin
 0.706,0.138,0.417, ptLeadOther_sumPtJJMax, higgsLike_dijet_mass
 0.713,0.147,0.445, ptLeadOther_sumPtJJMax, dRJJ_ptJJMax
r):   ,Sepa-,Signifi- , ptLeadOther_ptSumOtherMin, ptLeadOther_ptLeadOtherMin
 0.669,0.103,0.311, ptLeadOther_ptSumOtherMin, sumPtJJ_ptLeadOtherMax
 0.689,0.125,0.329, ptLeadOther_ptSumOtherMin, ptSumOther_mJJMax
 0.684,0.122,0.337, ptLeadOther_ptSumOtherMin, mOther_dRJJMax
 0.690,0.126,0.351, ptLeadOther_ptSumOtherMin, ptSumOther_pOtherMax
 0.699,0.129,0.391, ptLeadOther_ptSumOtherMin, min_dr_jets
 0.699,0.129,0.391, ptLeadOther_ptSumOtherMin, dRJJ_dRJJMin
 0.723,0.157,0.457, ptLeadOther_ptSumOtherMin, numHiggsLike_dijet_15_float
 0.683,0.122,0.342, ptLeadOther_ptSumOtherMin, ptSumOther_ptLeadOtherMax
 0.680,0.121,0.347, ptLeadOther_ptSumOtherMin, ptSumOther_ptAsymJJMin
 0.706,0.138,0.417, ptLeadOther_ptSumOtherMin, higgsLike_dijet_mass
 0.713,0.147,0.445, ptLeadOther_ptSumOtherMin, dRJJ_ptJJMax
 0.669,0.103,0.311, ptLeadOther_ptLeadOtherMin, sumPtJJ_ptLeadOtherMax
 0.689,0.125,0.329, ptLeadOther_ptLeadOtherMin, ptSumOther_mJJMax
 0.684,0.122,0.337, ptLeadOther_ptLeadOtherMin, mOther_dRJJMax
 0.690,0.126,0.351, ptLeadOther_ptLeadOtherMin, ptSumOther_pOtherMax
 0.699,0.129,0.391, ptLeadOther_ptLeadOtherMin, min_dr_jets
 0.699,0.129,0.391, ptLeadOther_ptLeadOtherMin, dRJJ_dRJJMin
 0.723,0.157,0.457, ptLeadOther_ptLeadOtherMin, numHiggsLike_dijet_15_float
 0.683,0.122,0.342, ptLeadOther_ptLeadOtherMin, ptSumOther_ptLeadOtherMax
 0.680,0.121,0.347, ptLeadOther_ptLeadOtherMin, ptSumOther_ptAsymJJMin
 0.706,0.138,0.417, ptLeadOther_ptLeadOtherMin, higgsLike_dijet_mass
 0.713,0.147,0.445, ptLeadOther_ptLeadOtherMin, dRJJ_ptJJMax
 0.690,0.123,0.323, sumPtJJ_ptLeadOtherMax, ptSumOther_mJJMax
 0.678,0.117,0.319, sumPtJJ_ptLeadOtherMax, mOther_dRJJMax
 0.680,0.117,0.322, sumPtJJ_ptLeadOtherMax, ptSumOther_pOtherMax
 0.700,0.136,0.393, sumPtJJ_ptLeadOtherMax, min_dr_jets
 0.700,0.136,0.393, sumPtJJ_ptLeadOtherMax, dRJJ_dRJJMin
 0.729,0.167,0.466, sumPtJJ_ptLeadOtherMax, numHiggsLike_dijet_15_float
 0.676,0.116,0.318, sumPtJJ_ptLeadOtherMax, ptSumOther_ptLeadOtherMax
 0.682,0.123,0.346, sumPtJJ_ptLeadOtherMax, ptSumOther_ptAsymJJMin
 0.712,0.148,0.444, sumPtJJ_ptLeadOtherMax, higgsLike_dijet_mass
 0.713,0.147,0.441, sumPtJJ_ptLeadOtherMax, dRJJ_ptJJMax
 0.677,0.105,0.299, ptSumOther_mJJMax, mOther_dRJJMax
 0.676,0.102,0.297, ptSumOther_mJJMax, ptSumOther_pOtherMax
 0.694,0.126,0.367, ptSumOther_mJJMax, min_dr_jets
 0.694,0.126,0.367, ptSumOther_mJJMax, dRJJ_dRJJMin
 0.709,0.141,0.412, ptSumOther_mJJMax, numHiggsLike_dijet_15_float
 0.668,0.104,0.272, ptSumOther_mJJMax, ptSumOther_ptLeadOtherMax
 0.669,0.100,0.282, ptSumOther_mJJMax, ptSumOther_ptAsymJJMin
 0.695,0.125,0.372, ptSumOther_mJJMax, higgsLike_dijet_mass
 0.714,0.146,0.436, ptSumOther_mJJMax, dRJJ_ptJJMax
 0.684,0.118,0.325, mOther_dRJJMax, ptSumOther_pOtherMax
 0.682,0.113,0.366, mOther_dRJJMax, min_dr_jets
 0.682,0.113,0.366, mOther_dRJJMax, dRJJ_dRJJMin
 0.696,0.126,0.403, mOther_dRJJMax, numHiggsLike_dijet_15_float
 0.677,0.111,0.309, mOther_dRJJMax, ptSumOther_ptLeadOtherMax
 0.659,0.095,0.301, mOther_dRJJMax, ptSumOther_ptAsymJJMin
 0.672,0.106,0.351, mOther_dRJJMax, higgsLike_dijet_mass
 0.703,0.134,0.423, mOther_dRJJMax, dRJJ_ptJJMax
 0.696,0.128,0.385, ptSumOther_pOtherMax, min_dr_jets
 0.696,0.128,0.385, ptSumOther_pOtherMax, dRJJ_dRJJMin
 0.713,0.146,0.432, ptSumOther_pOtherMax, numHiggsLike_dijet_15_float
 0.664,0.100,0.289, ptSumOther_pOtherMax, ptSumOther_ptLeadOtherMax
 0.663,0.100,0.306, ptSumOther_pOtherMax, ptSumOther_ptAsymJJMin
 0.696,0.124,0.396, ptSumOther_pOtherMax, higgsLike_dijet_mass
 0.718,0.153,0.453, ptSumOther_pOtherMax, dRJJ_ptJJMax
r):   ,Sepa-,Signifi- , min_dr_jets, dRJJ_dRJJMin
 0.684,0.113,0.421, min_dr_jets, numHiggsLike_dijet_15_float
 0.688,0.123,0.374, min_dr_jets, ptSumOther_ptLeadOtherMax
 0.678,0.112,0.371, min_dr_jets, ptSumOther_ptAsymJJMin
 0.655,0.099,0.396, min_dr_jets, higgsLike_dijet_mass
 0.649,0.085,0.361, min_dr_jets, dRJJ_ptJJMax
 0.684,0.113,0.421, dRJJ_dRJJMin, numHiggsLike_dijet_15_float
 0.688,0.123,0.374, dRJJ_dRJJMin, ptSumOther_ptLeadOtherMax
 0.678,0.112,0.371, dRJJ_dRJJMin, ptSumOther_ptAsymJJMin
 0.655,0.099,0.396, dRJJ_dRJJMin, higgsLike_dijet_mass
 0.649,0.085,0.361, dRJJ_dRJJMin, dRJJ_ptJJMax
 0.712,0.150,0.439, numHiggsLike_dijet_15_float, ptSumOther_ptLeadOtherMax
 0.699,0.130,0.423, numHiggsLike_dijet_15_float, ptSumOther_ptAsymJJMin
 0.661,0.088,0.370, numHiggsLike_dijet_15_float, higgsLike_dijet_mass
 0.690,0.118,0.453, numHiggsLike_dijet_15_float, dRJJ_ptJJMax
 0.651,0.086,0.289, ptSumOther_ptLeadOtherMax, ptSumOther_ptAsymJJMin
 0.690,0.125,0.393, ptSumOther_ptLeadOtherMax, higgsLike_dijet_mass
 0.712,0.147,0.444, ptSumOther_ptLeadOtherMax, dRJJ_ptJJMax
 0.675,0.111,0.384, ptSumOther_ptAsymJJMin, higgsLike_dijet_mass
 0.704,0.138,0.446, ptSumOther_ptAsymJJMin, dRJJ_ptJJMax
 0.666,0.100,0.416, higgsLike_dijet_mass, dRJJ_ptJJMax
